Label,First release,Last release,Releases
Angella Records,1987,2003,18
Angle Records & Books,2001,2004,13
Anglo Records,2001,2003,18
Angry Fish Music,1989,1991,17
Angry Neighbor,1991,1992,11
Angry Penguin Limited,2004,2005,12
Angry Taxman Records,1983,1983,15
Angstprod,2003,2004,20
Animal Art,1989,1991,15
Animal Noise,2000,2000,13
Animal World Recordings,1997,1998,23
Animate Style,1997,1998,11
Anime Trax,1997,2003,19
Animist Recording,1993,1997,18
Animus Records,1993,1996,19
Anna Records (2),1985,2003,12
Anneko,1988,1990,19
Annellssongs,1990,2005,23
Annemarie Records,1994,1997,14
Annie Records,1997,1998,17
Anniedale Records,2002,2003,11
Annunaki Records,2002,2004,11
Anny-Jack Recordings,2004,2005,18
Anode Urban Soundscape Series,1998,1998,22
Anodyne,2001,2001,18
Anonym,1997,2000,22
Anonymous Records (3),1993,1998,12
Anonymous Records (6),1981,1985,16
Anonymous Records (7),1995,2002,12
Anopheles,1991,1992,15
Anormal Sound Attack Productions,1995,2001,22
Another Side (Of Jazz),2003,2003,21
Another Time,1993,1993,11
Ant Inc. (2),2000,2003,19
Antar (6),1991,1993,14
Antar Producciones,1996,1999,13
Antebellum,1989,1991,12
Antedrum,2001,2003,11
"Antena 3 de Televisión, S.A.",2000,2004,13
Antenna Records (2),1997,1997,13
Antenna Records (6),1983,1983,18
Antenne Bayern,1990,1992,11
Antequera Records,1992,1996,16
Antes Concerto,1990,1995,13
Anthem (12),1997,2004,18
Anthony Burger Productions,1997,2002,12
Anthrax Records,1987,1989,17
Anti Static Recordings,1996,1996,13
Anti-Corpos D.I.Y.,1999,2003,18
Anti-Human Productions,1998,2000,14
Anti-Music Records,1992,1995,25
Anti-Musik Der Landsh,1985,1991,12
Anti-Schelski Records,1987,1988,13
Antidote (2),1999,2001,17
Antidote Records,1993,2002,14
Antiinformation,2002,2004,22
Antinos Records Inc.,1994,1998,22
Antiphon,1997,1998,15
Antipodean Records,2000,2005,17
Antipodes (2),1996,2002,12
Antisocial Le Label,1995,1995,15
Antithesis Records (2),1989,1990,15
Antler King Records,2003,2003,16
Antler Records (3),1986,1986,14
Antra Music Group,1999,1999,14
Antrabata Reference Master,1994,1996,12
Antrop,1991,1993,21
Anty Record,1997,1998,20
Anvil Media Ltd.,2003,2003,11
Anvil.corp,2002,2004,18
Anya Production,1985,1988,14
Anymusic,2001,2002,16
Anything But Records,1983,1988,24
Aosis Next,2002,2002,23
Apache (3),1988,1988,20
Apaloza,1981,1982,11
Apart!,1999,1999,11
Apartment 22,1998,1999,13
Ape Recordings,2005,2005,13
Apecervo,2004,2005,20
Apeman Records,1999,1999,19
Aperto,1982,1988,15
Apex Records (6),1994,1995,18
Aphrodogz,2001,2002,12
Apina & Gorilla,2000,2002,14
Apocalypse (2),1999,1999,13
Apollo (33),1986,1988,14
Apollo Records Comp,1990,1996,14
Apollo Theatre Records,1990,1990,14
Apollon Inc.,1983,1990,19
Apolys Music,1987,1989,19
Apoplexy,1998,1998,19
Apostasy Recordings,2000,2003,20
Apostrophe (2),1996,1997,18
Appeal Records (2),2003,2004,14
Appease Me...,2002,2005,12
Appetizers,2001,2002,18
Appliances & Cars,2003,2003,11
Apsis Music,1997,2001,22
Aqua Collection,1989,1989,24
Aqua Planet,1989,1994,12
Aquamudvuv,1994,1996,17
Aquar,1997,1997,24
Aquarhythms,1995,1997,13
Aquarium Records,1999,2003,13
Aquarius Productions (2),1996,1998,14
Aquarius Records (13),1994,2005,23
Aquarius Records Ltd.,1984,1990,16
Aquatec Records,1995,1997,22
Aquatic Plant,1995,1995,15
Aquatrax,1996,2003,19
Aquemini Records,2000,2002,22
Aquilifer Sodality,1982,1987,24
Ara,1995,1995,11
Arable Records,2004,2004,14
Araknid Records,1999,1999,13
Aramis,1985,1991,21
Aran Collection,1996,2000,18
Arancia Records,2002,2003,24
Araponga,1982,1983,25
Arbiter (2),1985,1985,11
Arborvitae Records,2000,2003,13
Arcade Benelux B.V.,1985,1994,20
Arcade España S.A.,1992,1998,11
Arcade International,1993,1998,12
Arcade Italia,1992,1993,16
Arcade Kahca,1995,1996,16
Arcade Music Company (Norway) AS,1995,1996,15
"Arcade Music Company España, S.A.",1996,1997,25
Arcade Records (2),1990,1991,16
Arcade Trent,1981,1981,17
Arcadia Music,2002,2002,20
Arcadia Records (6),1991,1992,18
Archetype Records,1996,2000,13
Archigramophone,1998,2000,12
Archive Productions (2),1989,1991,14
Archive Recordings,1994,1998,18
Archive Series,1986,1986,21
Arclife Records,1996,1999,20
Arco Iris,1985,1988,22
Arco Iris (2),1996,2000,18
Arcobaleno (2),1986,1992,18
Arctic Records (3),1998,2000,14
Arctic Serenades,1994,1995,19
Ardema-Musik,1991,1995,15
Are 'n Be Records,1982,1984,13
Are Musik,1982,1983,15
Area 51,2000,2000,13
Area 51 (4),1994,1994,12
Area Code 070,1996,1996,13
Area Code 221,1999,1999,16
Area Code Records (2),1997,1997,15
Areca Music,1997,2002,13
Areeba Records,1998,2000,11
Arena Records,1996,2004,17
Arena Records (2),1986,1988,13
Arena Records (3),1987,1987,16
Arena Records (4),2001,2002,11
Ares Records,2004,2005,14
Arghprkl,2000,2003,18
Arhoolie Folklyric,1991,1993,13
Ari Records,1983,1999,17
Aria Music,1993,1995,13
Ariadna Records,1994,2002,23
Ariethe,1980,1985,12
Arika Records,1981,1989,16
Arioso,1981,1986,14
Arise Records (2),1993,1994,11
Arise Records (3),1998,2001,11
Arishma,1986,1992,22
Arista Dance,2002,2003,13
Arista Latin,1996,1997,22
Arius (2),1982,1982,12
Arizona University Recordings,1994,1999,21
Ark 21 Records (2),1997,2001,21
Ark Music,1998,2002,24
Ark Records (4),1982,1983,11
Arken,1981,1998,17
ArkivMusic,1991,1991,16
Arlekin Tapes,1989,1992,21
Arm Records (2),1997,1998,17
Arma Müzik,2003,2005,24
Armada Entertainment,2000,2002,17
Armageddon Products,2002,2003,13
Armageddon Shadow,1999,2000,17
Armalyte,1999,2002,15
Arme Lourde,1996,1997,15
Armoni,1987,1988,15
Armoni Müzik,1988,2002,11
Armonika,2000,2004,16
Armony Records,1986,1993,11
Armor Records,1987,2004,18
Arms Reach Recordings,2000,2003,18
Aroma Sound Records,1994,1995,15
Arp Grammofon,1984,1984,11
Arpa,1982,1998,15
Arpegio Music-Production,1989,1990,19
Arrebato Records,1990,1990,12
Arrival Works,1998,2000,24
Arrow Records (10),2000,2004,17
Ars Electronica Center,1989,2004,14
ArsNova 500 Copies Selections,1993,1999,12
Arsenic Sound,1997,1997,13
Arsis,1983,1987,12
Arsis Audio,1995,2004,25
Arsis Classics,1995,2002,22
Arson Records,1999,2002,14
Art & Music,1993,1994,14
Art & Soul Records,1997,1998,14
Art (2),1996,1997,20
Art (5),1983,1985,15
Art Cd,1994,2002,14
Art Classic,1998,1998,13
Art Composite,1996,1997,21
Art Greenhaw Records,2000,2002,22
Art House Classics Ltd.,2004,2005,15
Art La'fiesta Music Entertainement Inc.,1997,1999,11
Art Music (23),1996,2002,14
Art Of Choice,1993,2002,11
Art Of Landscape,1989,1991,17
Art Of Music,1996,2003,16
Art Production K,1991,1991,15
Art Sound Records,1989,1989,13
Art Sublime,1989,2000,11
Art Union Records,1989,1989,17
Art-I-Ficial Products,1991,2004,11
Art-Mark,1991,1991,12
Art-Team Music,1996,2000,17
Artbus Ltd.,1993,1995,11
Artcolor,1987,1994,20
Artcore Music,1992,2005,17
Arte France,1996,1998,12
Arte Pleasure Dose,2002,2003,11
Arte Éditions,2000,2002,12
Artem,1991,1991,11
Artemis Classics,2003,2003,17
Arteria Records,1999,2004,13
Artesonic Records,1983,1986,11
Artfuck Productions,1998,1999,15
Artful Balance,1986,1986,21
Artgallery,1994,1995,14
Arthur Mix Records,1991,1992,17
Arthur's Round Table,1993,1995,23
Artifex Records,1991,1999,13
Artikulabor Records,1999,2003,11
Artis Records,1989,1989,23
Artisan Entertainment,1998,2001,14
Artisan Home Entertainment,1996,1998,19
Artisan Music,1997,1997,13
Artisjus,1981,1994,16
Artist Record Company,1994,1999,22
Artistic Productions,1991,1997,15
Artistic Reggae Muffin,1991,1992,21
Artistry Records,1983,1997,12
Artists Known As (AKA Ltd),1999,1999,20
Artists Live Recordings,1993,1994,15
Artizen Music Group,2005,2005,21
Artland Records,1987,1990,14
Artless Intent,2003,2003,25
Arts Industria,1992,1997,14
Arts Music,1994,2000,19
Arts Records,1993,1994,12
Artswa,1997,2005,11
Artvizyon,2004,2004,19
Artworks,1997,1999,12
Artysan Records,1993,1998,15
Aruna Records (2),1995,1996,13
Arve Records,1981,1993,12
Arvis Records,1986,1990,18
Arx Collana,1999,2004,16
As (6),1982,1994,17
As De Cœur Productions,1988,2002,23
Asako Records,2001,2004,20
Asbury Park Records,1995,1995,12
Asbury Records,2002,2004,13
Ascendant Grooves,1997,1998,18
Ascendant Heights,1998,2000,14
Ascension Records (8),1982,1982,11
Ascetic Records,2001,2005,25
Asefra,1995,1997,12
Asgard Records (3),2005,2005,17
Ash'n Diamonds,2005,2005,16
Ashantites,1982,1984,14
Asia Productions,1988,1990,17
Asian Man Records Japan,1999,2000,12
Asian Music Centre,1992,1997,19
Ask For More,2000,2003,12
Asociación Cultural Xquenda A.C.,1997,2003,15
Asociación Mexicana De Estudios Fonográficos A.C.,1987,1987,12
Asona Records,1985,1986,13
Aspen Records,1983,1986,15
Asphalt Records (2),1993,1994,23
Aspirine Music,1992,1997,20
Asquerozas Grabaciones,2003,2003,20
Asrai Music,1993,1997,12
Assassin Records,1994,1999,22
AssassinMonk,2001,2001,16
Assault And Battery Records,1996,1996,12
Assault Production,1993,1995,11
Assault Records,1988,1993,20
Assault Rifle Records,1997,1997,19
Assaulting Murder Association,1999,2003,13
Assekrem Music Company,1996,1998,15
Associated Production Music,1991,2003,20
Associates,1982,1982,22
Association Les Victoires De La Musique,2004,2005,12
Assorted Porkchops,1991,1996,21
Asta,1990,1991,20
Asterisco Records,2000,2005,12
Astral (6),1984,1987,21
Astral Music,1986,1998,19
Astral Wings Records,1995,1996,23
Astro Magnetics,2004,2005,11
Astro Records & Filmworks,1993,1993,12
Astro Son Records,1990,1991,16
Aswe Records,1985,1986,14
Asylum Entertainment,1997,2002,12
At Home Records,1996,1999,11
At Sea Records,1984,2005,16
At The Villa,1995,1996,20
Atak Records,1996,1999,16
Ataman Plak Kasetçilik Ltd. Şti.,1991,1991,14
Ataque Sonoro,1994,1995,19
Atari,1984,2005,21
Atarms Mechanics,2000,2001,16
Atch Records,1994,2003,18
Atcha Recordings,2001,2003,12
Atemmusik Records,1991,1996,23
Athena (3),1984,1986,16
Athletico,1997,1997,25
Atis Productions,1995,1996,12
"Atlanta International Record Co., Inc.",1985,1997,17
Atlantic Gap,1985,1985,11
Atlantic Music,1995,1999,17
Atlantic Recording Corporation (2),1988,1997,12
Atlantic Records Indonesia,1980,1983,11
Atlantic/Deluxe,1982,1982,22
Atlantics Music,1999,1999,11
Atlantide Music,1984,1985,14
Atlantis,1986,2000,23
Atlantis (4),1981,1985,16
Atlantis Direct Marketing Inc.,1986,1991,13
Atlas (3),1993,1993,13
Atlas Records (10),1993,1993,11
Atmo,1991,1993,18
Atom Park,1986,1990,14
Atom Record Industries,1997,2004,12
Atom Records,1991,1994,13
Atom Smash Records,1996,1996,13
Atomic (14),1991,1992,13
Atomic Hardcore Recordings,1996,1996,16
Atomic K Records,1996,2004,20
Atomic Silence,1996,1996,14
Atomica,1988,1989,11
Atomiks Records,1996,1997,15
Atopos,1998,2000,20
Attack Gold,2002,2002,13
Attack Records (12),1998,2002,17
Attack Records And Filmworks,1997,2003,12
Attention Deficit Recordings,1996,1998,15
Attika,1983,1983,11
AuBuMu,1983,1985,11
Auand,2003,2003,11
Audi-Book,1989,1989,14
Audible Hiss,1995,1995,17
Audible Inc.,2000,2003,13
Audio (16),1984,1984,11
Audio Addict,1990,1990,11
Audio Clásica,1996,1997,25
Audio Delicatessen,2003,2005,12
Audio Encores,1980,1981,11
Audio Encyclopedia,1998,2000,21
Audio Invest,1997,2004,13
Audio Literature,1988,1993,16
Audio Lotion,2004,2004,24
Audio Mast Records,1985,1989,14
Audio Muzixa Qet,1983,1986,11
Audio Mágico,1988,1990,19
Audio News,1994,1996,12
Audio One (4),1997,2001,12
Audio Optima,1985,1991,11
Audio Partners,2003,2003,14
Audio Produkcija Zemunskih Novina,1997,1998,11
Audio Recording Corporation,1983,1984,17
Audio Renaissance,1987,2005,22
Audio Savant,2004,2005,11
Audio Textures,2000,2004,22
Audio Treasures,1991,1993,17
Audio-X,1998,1999,11
AudioInformationPhenomena,1997,1999,16
"AudioVisuals De Sarriá, S.A.",1985,1996,23
Audiodrome,1996,1999,20
Audiolab (3),1994,1994,12
Audiomix Produktion,1994,1996,14
Audiopact,1993,2000,22
Audiorec Limited,1986,1997,15
Audiostax,1987,1988,24
Audiotrax,1984,1985,18
Audioview,1996,2000,13
Auditorium Netzwerk,1991,2005,17
Auf Dem Nil,1985,1986,17
Auf Punkt Records,1984,1998,11
Aufruhr Records,1982,1983,15
Auget Laza,1995,1995,13
Augur,1998,1998,16
Auk Recordings,1997,2001,21
Aulde Church Music,1980,1997,13
Aulica De Luxe,1989,1994,15
Aura Communications,1981,1987,11
Aura Records (6),1982,1984,24
Aural Delights,2004,2004,11
Aural Seduction Audio Productions,1990,1991,11
Auravox (2),2003,2005,12
Aurea Music,1990,1997,11
Aurinko Records,1997,2002,23
Auris Recordings,2003,2004,12
Aurophon Classics,1989,1990,11
Aurora Records (2),1988,1989,18
Aus Lauter Liebe,1992,1992,11
Auscultare Research,1995,1998,24
Aussie Records,1995,1996,12
Australian Music International,1991,1992,17
Australian Records,1988,2003,11
Austria (2),1985,1986,11
Austro-Star,1983,1985,15
Autarc Media GmbH,2004,2004,17
Authority,1995,1998,11
Auto Da Fé Records,1986,1988,12
Auto Motor Und Sport (Greece),1997,1999,14
Autoi,1996,1997,13
Automan,2001,2002,19
Automatic (7),1983,1983,11
Automatic Kiss Records,1993,1996,13
Automatic Records,1999,2001,18
Automatic Wreckords,1991,1992,12
Automatique Records,2001,2001,12
Automobiledrivemusic,2004,2005,11
Autonomous Records,1991,1995,20
Autonomy (3),1997,1998,20
Autostop Music,1981,1986,15
Autumn Productions,1998,2000,14
Auvidis Chorus,1996,1997,15
Auvidis Distribution,1990,1997,20
Auvidis Fontalis,1996,1997,23
Auvidis Ibérica,1997,1999,12
Auvidis Unidisc,1985,1993,14
Auvidis-Astrée,1995,1997,20
Auxilio De Cientos,1983,1983,14
Ava Aura Records Ltd,1995,1995,14
Avalanche,2004,2005,25
Avalanche Records,2002,2002,24
Avalantic Records,1987,1991,20
Avalon Discos,1985,1988,13
Avalon Records (4),1986,1987,24
Avalon Records (5),1982,1982,15
Avalon Tonträger,2001,2003,17
Avarice Entertainment,2001,2004,11
Avenue D Records,1981,1993,15
Avenue Foch Records,1993,1993,11
Avenue Music,1995,2002,13
Avernus Records,2002,2002,13
"Avex D.D., Inc.",1990,1991,20
Avex Trax (2),1996,1998,21
Avex Trax (3),1999,2002,19
Avex USA,2001,2001,14
Avionix Recordings,2002,2005,15
Avocado Records,1980,1981,14
Avocet,1981,1983,11
Avokado Ltd.,1993,1995,20
Avondale Music Ltd.,2001,2004,13
Avventura,1981,1982,20
Award Records,1983,1984,17
Aware-One Records,1990,2004,15
Awareness Records (3),1987,1987,13
Awesome Records (4),1995,1996,11
Awesome Records (5),1983,1984,16
Axa Valaha,1998,2005,18
Axec,1990,1992,16
Axell Media,2003,2004,13
Axiomattic Records,1995,1997,14
Axion,1985,1986,22
Axis (9),1981,1982,15
Axis Records (2),1990,1992,25
Axis Records (3),1987,1987,12
Ay Hombe!,1998,2000,18
Ayana Musical,1992,2003,25
Aydın Müzik Yapım,1995,2005,23
Ayinde Music,2004,2005,12
Ayuntamiento De Madrid,1983,2001,18
Azar Records,2005,2005,15
Azbi,1995,1995,19
Azel Producciones,1992,2004,16
Azerbaijan International,1997,2003,16
Aztonk Records,1992,1994,23
Azure Records,1999,2002,16
Azurite Records,1996,1997,14
Azzurra Music (2),1983,1983,13
Aïlissam,1999,2004,23
Ağdaş Müzik,1994,2004,21
Aşanlar Müzik Yapım,1989,1994,17
B Lucky Music,1997,1997,14
B M Records Ltd.,1988,1989,14
B Rave Records,2001,2002,20
B Trax,2000,2000,13
B Ware Records,1988,1989,17
B&B Records (4),2003,2005,15
B&BM,1993,1994,15
B&H Sound Services,1985,1995,25
B&W Music (2),1997,1997,18
B'Tov Music,1989,1992,21
B-C (2),1994,1997,16
B-Funky Production,2000,2002,16
B-Gore Records,1992,1996,25
B-Market,2002,2004,15
B-Product,1994,2000,14
B-Sides,1996,1996,22
B-Town Records,1991,2001,14
B-Unique Records Ltd.,2000,2004,13
B-Vision,2000,2005,13
B. A. Records (3),1980,1981,11
B. Mas Production,1993,1999,24
B.C.C.L.,1988,1989,13
B.D. Records,1996,1999,13
B.I.G. Records,1998,2002,21
B.Jin,1991,1992,11
B.M.I. Records,1993,1995,11
"B.M.S., Bohemian Music Service Ltd.",1998,1998,15
B.Mind Records,1997,2003,23
B.O.C Records,2000,2001,13
B.O.G.O.R.,1997,1999,14
B.O.R.G Music International,1990,1993,12
B.S.P. Project,1986,1990,12
B.U.G. Records,1991,1991,22
BABY GRAND RECORDS,1991,1996,11
BAZA Records (2),2003,2004,17
BB Record,2000,2005,15
BB Records (8),1990,1991,18
BBA Records,1990,1990,19
BBAT,1988,1989,24
BBB,1991,1991,16
BBC Radio 4,1995,1996,11
BBC Video,1981,1982,23
BBC Worldwide Ltd.,1995,1998,25
BBC Worldwide Music,1997,1997,25
BBG Producciones,1992,1993,15
BBL,1986,1994,11
BBRekordy,2005,2005,16
BBT Tapes,1982,1984,21
BBT Wreck Hurdz,2000,2005,24
BBV,1998,2000,17
BBuBB Records,1994,2000,12
BC Authorised,2003,2003,11
BC Records (2),2003,2003,11
BC Tapes & Records,1986,1986,14
BCI,1987,1997,14
BCI Eclipse LLC,1997,2000,21
"BDA Records, Inc.",1986,1999,25
BDS Records (3),1990,1990,11
BDT Special,1999,2001,24
BEBAB Records,1984,1986,17
BEL RTL,1994,2002,16
BEV Music,1992,1998,18
BFE Records,1991,1993,20
BFG Productions,1995,2000,12
BG Muusik,1996,1997,13
BG Record,1988,1992,18
BGM (8),1983,1984,12
BGM America Inc.,1994,1994,15
BGR Records,1993,1995,16
BGS Records,1995,2003,23
BHF Productions,1989,1990,13
BHG,1995,1995,14
BHG Musick,1993,1994,13
BHive Records,1992,1992,15
BIG Entertainment,2003,2004,12
BIG J Records (3),1984,1997,16
BIT,1996,1998,11
BIZ Enterprises,1991,2002,17
BKB Records,1993,1997,13
BKT Producciones,1996,2000,18
BLJ Records,2000,2001,13
BLM Grammofon,1992,1994,16
BLS Records,1996,1996,21
BMB Music Company,1994,1995,21
BMF Records,1988,1992,16
BMG / Ariola A.E.,1990,1991,15
BMG ARIS,1990,1995,11
BMG Ariola Belgium,1988,1990,11
BMG Ariola Classics,1995,2002,21
BMG Ariola Classics GmbH,1995,2001,18
BMG Ariola Media GmbH (2),1996,2000,13
BMG Ariola Musik GmbH,1991,1995,16
BMG Ariola München GmbH (2),1993,2001,11
BMG Ariola S.p.A.,1989,1994,17
BMG Arista,1987,1994,15
BMG Austria,2002,2002,11
BMG Berlin Music,2003,2005,12
BMG Castle Video,1993,1995,16
"BMG Centro América, S.A.",1997,1997,21
BMG Direct Ltd.,1993,1998,12
BMG Electrosonora Manufacturas Saavedra S.A.,1992,1993,24
BMG Entertainment Mexico,1994,1994,19
BMG Finland (2),2000,2001,23
BMG Finland Oy (2),2000,2003,15
BMG International (2),1992,1997,13
BMG Ireland,1998,2004,16
BMG Jazz Club,1997,1998,12
"BMG Korea Co., Ltd.",1992,2001,17
BMG Malaysia,2002,2002,22
BMG Music Service,1995,2000,25
BMG Music Taiwan Inc. (2),1987,2004,16
BMG New Zealand Ltd.,1993,2001,20
BMG Pacific Sdn BHD,1989,1991,12
BMG Poland (2),1998,2004,19
BMG Production Music Library,1991,1991,14
BMG Russia (2),1998,2002,19
BMG Singapore,1986,1987,12
BMG Special Marketing Europe,1999,2001,11
"BMG Special Products, Inc.",1998,2004,14
BMG Switzerland,2002,2003,21
BMG TV,2004,2004,24
BMG TV Projects,1996,2001,12
BMG Thailand,1996,2004,25
BMG UK & Ireland (2),2002,2003,11
BMG Uruguay S.A.,1994,1998,12
BMG Video International,1990,1990,12
BMG-Ariola/Aris,1988,1991,18
BMO Records,1983,1983,16
BN1 Recordings,1999,2002,14
BNC Records,2004,2004,21
BNJ Records,1984,1985,18
BNL (2),1994,2003,23
BONA Records,1996,1999,17
BP,1999,2000,14
BPI,1985,2005,21
BPM,1988,1989,22
BPM Music (4),1989,1992,18
BPM Records (14),2002,2003,19
BPO Live,2003,2003,20
BPR Records,1993,2001,19
BQ Records (2),1998,2003,22
BRAT Productions,1999,1999,16
BRJ Music,1997,2001,17
BRS (2),1990,1992,17
BRTN,1993,1993,13
BSBi,1986,1988,19
BSO Classics,1995,1996,16
BTM Records (4),1988,1991,13
BTO REC,1995,1998,22
BTR (2),1984,1985,13
