Label,First release,Last release,Releases
Legends Records,2001,2002,7
Legion Records (2),1998,2005,9
Legit Music Australia,2004,2004,9
Legs Label Records,1981,1981,6
Leico Music,1997,2002,6
Leikfélag Reykjavíkur,1983,1992,5
Leisure King,2002,2005,5
Leisure Lab,1996,1997,8
Leisure Time Records,1981,1984,5
Leisureride Records,1998,2001,5
Leiternfabrik Schallplatten,2003,2005,7
Leitmotiv Records,1997,1997,9
Lelp Records,2002,2005,8
Lemon Jellow Records,1992,1997,9
Lemon Music,1987,1988,10
Lemon Song,1995,1996,8
Lemuria Island Record,1995,1997,9
Len-Arts Music,1981,1989,6
Lengo Records,2004,2005,9
Leningrad Cowboys Ltd,1996,2003,10
Lennon Records,1988,1989,5
Lennyx Music,2004,2005,7
Leo (15),1980,1980,8
Leo Musiek,2003,2004,6
Leonarda,1985,1987,5
Leoncavallo Musika,1992,1993,6
Leopard Audiobooks,1992,1995,5
Leopard Skin,1995,1996,7
Lera Music,1996,1996,7
Leric Records (2),1982,1983,7
Leroy St. Records,2005,2005,7
Les 7 Piliers,1995,2000,5
Les Ateliers Du Son,1993,1994,5
Les Boucles Etranges,1996,1999,6
Les Bras Cassés,2004,2004,7
Les Chantiers Sonores,1996,1997,6
Les Disques Aimé,1980,1982,5
Les Disques Aquatic,1999,2000,5
Les Disques Artiste,1995,1995,9
Les Disques Authentique,1994,1997,7
Les Disques Citation,1994,2002,5
Les Disques Commandement,1996,1997,5
Les Disques Cosmogol,2000,2001,7
Les Disques Du Bleu Du Ciel,2001,2003,5
Les Disques Du Jars,1982,1985,5
Les Disques Du Temps D'Une Dinde,1988,1993,7
Les Disques GMD,1986,1988,10
Les Disques Gaulois,1996,1996,9
Les Disques Gypsy,1995,1995,8
Les Disques KM,1993,1993,6
Les Disques Kozak,1994,1996,6
Les Disques Liberté,1984,1985,5
Les Disques MCS,1981,1982,8
Les Disques Mega,1997,2001,7
Les Disques Mérite,1993,1997,5
Les Disques Nicole Martin,1980,1987,8
Les Disques Petite Plume,2001,2001,8
Les Disques Port-Royal Records,1994,2000,6
Les Disques Scherzo,1991,1991,6
Les Disques Serpentine,1998,2000,9
Les Disques Showbizz,1980,1981,8
Les Disques Sérieux,2002,2003,5
Les Disques TOP-LA,2000,2000,6
Les Disques Trente-Trois,1982,1982,9
Les Déportés,1986,1987,5
Les Editions Confidentielles,1987,1993,10
Les Editions Myriam,1980,1986,10
Les Editions Nkul Nnam,1998,2000,8
Les Editions Plus De Paris,1988,1997,6
Les Editions Triangle,1984,1984,6
Les Enfants Terribles,2000,2001,5
Les Eurockéennes De Belfort,2002,2005,5
Les Films Normands,1987,1988,7
Les Génies Du Jazz,1990,1991,7
Les Incontournables Du Classique,2002,2002,5
Les Jardiniers Du Futur,1998,2003,9
Les Messieurs Production,1999,2002,6
Les Preludes-Records,1991,1991,5
Les Productions Animal,1990,1992,6
Les Productions Bélugas,1983,1992,10
Les Productions Folle Avoine,1994,1995,7
Les Productions Grand Dérangement,1998,2000,5
Les Productions KB,2001,2001,6
Les Productions Lunatik Asylum,1988,1991,5
Les Productions Nisapa,1997,2005,6
Les Productions Ora,1997,2005,10
Les Productions Porte Parole Inc.,1982,1982,7
Les Productions Riche Lieu,1997,2000,7
Les Sons D'La Rue,1998,2003,5
Les Tartines,1995,1997,6
Les Voiles D'Or,1988,1990,7
Les Éditions Fatima,1983,1986,7
Les Éditions Pontbriand Inc,1994,1996,5
Les Éditions Un Monde Différent,1988,1992,5
Leslie Productions,1983,1992,5
Lester Records (2),1981,1981,6
Let It Rot,1999,1999,6
Let Them Eat Records,1998,1998,6
Let's Talk About Shit,1990,1990,7
LethaL Records (11),2000,2000,5
Lethal Chaos Produzioni,1996,1999,7
Lethal Dose Records,2002,2002,5
Lethal Dose Tapes,1985,1986,6
Lethal Entertainment,2005,2005,6
Lethal Exposure Records,1995,1995,5
Lethal Insanity Records,2001,2003,6
Letichetta,1982,1982,5
Letra & Música (3),1990,1991,8
Level Eight,2002,2004,7
Level Green,1997,2000,10
Level Music (2),2000,2001,8
Level One S.R.L.,2001,2001,8
Level Recordings,2004,2005,6
Level's Productions,2001,2002,6
Levelsound Music Ltd.,2005,2005,9
Levelup Records,2002,2003,5
Levesque Productions,1993,1996,5
Levigity Records,1997,1998,8
"Levimuusikute Klubi ""Muusik""",1988,1989,5
Leviticus International Records,1982,1982,5
Leviticus Records,1998,1998,7
Levytuottajat,1982,1991,9
Lex Music (3),1995,2000,8
Lex Rec.,2001,2002,9
Lexington House,1995,1995,9
Lexus,1990,1991,7
Li'l Buddy Records,1999,1999,7
LiTime E.X.P.,1995,1995,7
"Liaison Records, Inc.",1993,1995,8
Liaisons Dangereuses,2000,2000,5
Libation Records,1997,1997,6
Liben Music,1980,1982,5
Liberated Brother Prod.,1996,1996,5
Liberation Music (4),2004,2005,5
Liberation Records (2),1985,1986,5
Liberation Records (6),2001,2001,8
Libero Records (2),1991,1991,5
Libertad Records (2),2003,2004,9
Libertine Records (4),2000,2000,6
Liberty & Lament Records,2001,2005,5
Liberty Home Video,1987,1992,7
Liberty Music,1994,1996,10
Liberty Park Recordings,1995,1999,6
Liberty Place Recordings,1994,1994,6
Liberty Records Special Projects,1983,1984,10
Liberté Music,1999,1999,5
Libervox Record,1992,1993,5
Libido Records,1988,1989,8
Libido Walker,2000,2004,10
Libra Corn,1984,1984,5
Libra Don,1985,1988,6
Libra Libra,1998,1998,7
Libra Records Ltd.,1982,1985,6
Libre Uitgeverij,1995,2000,10
Libreria Piemontese Audio/Video,1999,1999,10
Librestyle,2004,2004,6
Lic 'N' Snot Records,1995,1998,9
Licence Records,1998,2001,7
Lichtbringer,2000,2003,10
Lichter Laaie Records,2000,2001,7
Lichtpunkt Records,2003,2005,5
Lick 'n' Stick Records,1980,1984,10
Lick Records (4),1996,2003,8
Lid Records,2004,2005,5
LidKerCow Ltd.,2003,2003,5
Lider Nigeria Limited,1986,1988,7
Lido Musique,1998,1999,5
Liebrand Audio,1998,2000,5
Liesa - Liga Independente Das Escolas De Samba Do Rio De Janeiro,1989,1992,8
Life (21),2004,2004,9
Life Action Music,1980,1988,7
Life Boyz Entertainment,1999,2004,5
Life Collection (2),1983,1983,6
Life Music (3),2002,2004,7
Life Music (8),1999,2003,5
Life Of Hate Records,2001,2003,10
Life Or Death,1997,2000,5
Life Sentence Europe,1996,1997,10
LifeLine Records (8),1982,1989,9
LifeStream Records,1980,1985,6
Lifeform Project,2001,2004,5
Lifeless Productions,2005,2005,8
Lifeline Records (2),1995,1995,7
Lifeline Records (5),2001,2002,7
Lifeline/Benson,1980,1984,6
Lifelines Publishing,1998,2000,5
Lifelonglife,1994,1995,5
Lifestyle Records (3),1996,1996,10
Lifestyle Records (4),2001,2001,7
Lifestyle Records (6),2000,2000,6
Lifetime Music (2),1999,1999,8
Lifetime Records (3),2000,2000,7
Lifetime Records (5),1995,2004,5
Liffey Records,1983,1983,7
Lift Off Records,2003,2004,5
Lifted Music,2003,2003,7
Lifted Records,1997,1998,5
Lifting Cars Records,1998,1998,8
LigAfrica,1999,2001,5
Light (2),2001,2005,6
Light Of Mind,1982,1982,5
Light Speed Drivers,1996,2001,8
Light Switch Records,2004,2004,6
Light!,1983,1983,7
Lightening Ridge Music,1999,1999,8
Lighter Records,2001,2003,6
"Lightform Productions, Inc.",2005,2005,9
Lightning Ball Production,2002,2002,5
Lightstorm Music,1994,1995,10
"Lightyear Entertainment, L.P.",1991,1993,8
Lightyear Video,1991,1992,7
Ligum Dulum Productions,1995,1997,9
Liima Puikko Tejps,1992,1995,9
Like A Shot Records,1997,1998,10
Like The Mountain,2005,2005,5
Likwid,1998,1998,6
Lil Fallay Music,2002,2004,5
"Lil' Joe Records, Inc.",1997,1998,6
Lil' Lion Records,1998,2000,9
Lil' Punx Records,1998,1999,5
Lila Records,2004,2004,9
Lilah,1984,1987,7
Lilah Musica,1991,1991,5
Lilith Records,1981,1995,6
Lilium Dischi,1990,1990,5
Lily,1987,1993,5
LimES,1993,1993,8
Limblifter Records,1996,2000,7
Limbo Musikkproduksjon,1982,1982,6
Limbo St. Recordings,1994,1997,9
Limborations Records,1982,1983,5
Lime Green Records,2002,2004,5
Lime Lizard,1991,1992,10
Lime Street Records,1991,1992,9
Limelight (2),1994,1994,7
Limit Records,1995,1996,5
Limited Edition (5),1995,2000,6
Limited Edition - For DJ's Only,1994,1994,7
Limited Edition Records (2),1987,1987,10
Limited Edition Records (4),1987,1989,10
Limited Editions,1984,1987,9
Limited Records (2),1993,1993,10
Limited Records (3),1997,1998,6
Limited Shit,1999,1999,5
Limited Underground Records,1992,1993,10
Limo Records,1982,1982,7
Limo Records (2),1981,1981,8
Limp,1993,1994,10
Limusin Label,1982,1982,5
Linahon Music Productions,1999,2000,5
Lincoln Records,1981,1991,5
Linda's Strange Vacation,1995,1996,6
Lindberg Lyd AS,1995,2004,7
Linder & Brock,1995,1996,6
Line (5),1994,1994,6
Line Cassettes,1981,1984,7
Line Men Productions,1991,1991,6
Line Production,1995,1996,9
Line Records (10),1993,1994,6
Line Records (6),1995,1996,10
Linea Di Rottura,1993,1993,7
Linea Diritta Tapes,1985,1987,6
Lineage Records,2004,2004,6
Linearecord,1994,1994,8
Lineca Records,1993,1994,8
Liner Records,2005,2005,9
Linfair Records (2),2003,2004,6
Ling Lao Records,1997,1997,8
Linga,1980,1981,5
Lingo Records (2),2000,2002,5
Link In Zillion,2002,2002,6
Link-up Productions 96.1 Studios,2001,2003,7
Linkwork Records,1996,1999,6
Lino Patruno Jazz Show,1988,1998,7
Lino Studio,1993,1993,5
Linx Ink Recordings,1998,2000,5
Linx Recordings,2001,2002,10
LinylVinyl,1983,1984,9
Lioko Kihara Studio,2003,2004,9
Lion's Gate Productions,1993,1995,6
Lion-Soleil Productions inc.,2002,2002,5
Lioness Record,1982,1982,5
Lionheart International AB,2002,2005,5
Lions Gate Home Entertainment,2001,2003,6
Lionsgate Films,2005,2005,9
Lip Art,2003,2005,5
Lip-Tone Records,1985,1989,5
Lips Music,1999,1999,6
Lips Records (3),1995,1995,6
Lipstic Records,1993,1998,6
LiquiDisc,1995,1995,7
Liquid 8 Records (2),2002,2004,8
Liquid Flames Records,1981,1982,5
Liquid Harsh,1996,1999,5
Liquid Lounge,2001,2004,7
Liquid Mastering,2003,2005,7
Liquid Music (5),2004,2005,5
Liquid Note Records,2002,2003,8
Liquid Recordings (2),2002,2004,7
Liquid Records & Entertainment,2002,2002,9
Liquid Records (3),1997,1997,6
Liquid Sky,1991,1999,6
Liquid Sky Music,1994,1994,6
Liquid Soul,1997,1997,7
Liquilab Records,1998,2004,9
Lira Paulistana Instrumental,1982,1983,5
Liryka Records,1998,1999,8
Lisa Records (6),1986,1986,9
Liscio Recordings,1988,1990,6
List,2002,2005,6
Listen Music,1980,1986,5
Listen Twice Records,1997,1997,7
Listening Earth,1994,2001,10
Litart,1995,1997,9
Lite (3),1981,1982,10
Lite-Ups Records,1999,1999,6
Lithuanian Snake Dance Records,1994,1995,8
Litium Records,1996,1997,7
Litraset Kaikille Entertainment,2001,2002,10
Litterbin Sound Disposers,1999,2002,6
Litterthugz,2000,2003,9
Little Arthur Productions,1992,1993,9
Little Big Deal Records,1998,2005,5
Little Blue Men Records,1996,2003,9
Little Chickadee Records,1984,1998,6
Little Devil Records (2),1981,1985,6
Little Dizzy Records,2002,2003,10
Little E Records,1994,1994,7
Little Elephant Records,2005,2005,6
Little Fish Platters,1991,1992,5
Little Fish Records,2000,2005,9
Little Girl,1981,1982,6
Little Kid Records,1998,1998,5
Little Kiss Records,2003,2003,10
Little Label,1993,2004,7
Little League Records (2),2001,2002,10
Little Legends,1983,1983,6
Little Major Records,1988,1989,9
Little Man Records,1993,1993,5
Little Maria Records,1992,1994,5
Little Orange Blue,1988,1991,5
Little Peach,1995,1996,9
Little People Records (2),1997,1998,8
Little Pond Productions,1987,1990,7
Little Red Hen Music,1994,1996,5
Little Ricky Records,1980,1981,5
Little Room Recordings,1997,2003,7
Little Star Recordings,1993,1993,10
Little Star Records (4),2001,2004,6
Little Tikes,1996,1996,6
Little Wind,2002,2002,5
Littlewoods Stores,1982,1994,5
Liv-A-Lil Records,1995,1997,5
Live,1997,1997,7
Live & Alive (2),1993,1993,6
Live & Intensified Records,2005,2005,8
Live 'n' Loud,1996,1998,5
Live Agency Group,2003,2003,8
Live Archives,1985,1986,9
Live Authentic Records,1986,1986,5
Live Bonnaroo,2004,2004,9
Live Experience,1989,2001,8
Live Karma,2000,2000,5
Live Music (3),1992,1992,6
Live Music (5),2002,2003,10
Live Music Studio,2001,2003,5
Live Poet Society,1998,1998,9
Live Recordings Attack!!!,2000,2002,6
Live Saver Records,2002,2005,10
Live Shot,2004,2005,6
Live Unity Productions,1994,1999,7
Live Wire Productions,2002,2002,6
Live-Crux,2002,2004,5
Livelarge Recordings,2003,2003,10
Livent Music,1994,1998,10
Livewire Records (3),2003,2004,7
Livewire Records (6),1994,1996,5
Livid Meerkat,1998,1998,9
Livin Large Records,1990,1993,9
Livin' Live Records,2000,2001,6
Living Arts,1998,1998,6
Living In The Past (2),2000,2003,5
Living Language,1980,1985,6
Living Records (7),1995,1995,6
Living Room Records,1993,2002,5
Living Tunes,2002,2002,6
Livingston Music (2),1995,1996,6
Livraphone,1990,2003,5
Liza Productions,2004,2005,10
Lizard Bay,1995,1995,5
Lizard Group,1997,1998,6
Lizard Head Records,1981,1983,5
Lizard Records (5),1983,1985,5
Lizard Records (9),1998,1998,9
Ljudhavet Grammofon,2000,2000,9
Llewelyn's Records Inc.,1984,1985,6
Llist,1996,1997,5
Lloyd Cassettenwerke,1981,1982,7
Llyrric Lland Productions Records,1996,1996,5
Lo Fibre,1996,1997,8
Lo Key Records,1995,1995,6
Lo Que Piden Mis Amigos,1990,1994,8
Lo Voltage,1994,1994,8
Lo-Fi Cavare Sound,1998,2000,6
Lo-Fi Recordings (2),1993,1995,8
Lo-Fi Recordings (3),1994,1994,6
Lo-Fi Records,1989,1990,6
Lo-Mag Music,1994,1995,6
Loadstar Records,2002,2003,7
Loawai Tapes,1992,1992,6
Lob Inc.,1991,1992,6
Lobby Ludd Records,1983,1985,5
Lobel Music,1995,1999,5
Lobster Records (3),1996,1997,5
Loc-N-Up Records,1997,1997,8
Loca,1999,2003,8
Local 101 Records,1998,1998,10
Local Discos,1995,1995,5
Local Folkel Records,1986,1989,9
Local Form,2002,2003,5
Local Records (4),2003,2005,6
Local Records (5),1985,1985,8
Locals Only Recordings,1993,1997,9
Location Recordings,2003,2003,5
Loch Records,1997,2002,10
Lock Down Productions,1993,1994,6
Lock-N-Load Records,1992,2003,9
Lockdown Records (3),1993,1993,8
Lockdown Records (6),2000,2002,5
Lockett-Palmer Recordings,1992,1993,5
Loco Moco Records,1997,1999,7
Loco-MoShun Records,1998,1998,5
Locomotive Music (2),1994,1994,10
Locomotive Records (2),1997,1997,10
Locrian Records,1997,1998,5
Locust Furnace Records,1999,1999,5
Locust Records,1989,1991,5
Loderbrock Records,2003,2005,9
Lodestar Records,1988,1988,9
Lodestone,1997,2005,6
Lodge Facility Productions,2002,2005,7
Lodge Records (2),1986,1993,9
Loft Music,2002,2004,5
Loft Recordings,1984,2002,9
Loft Studio (3),1992,1992,7
Lofthouse Records (2),1995,1995,5
Log Music,1993,1999,6
Logan,1994,1996,9
Logarhythm,1986,1986,10
Logarithmic Tapes,1981,1981,5
Logic Productions,1994,1994,8
Logicalnoise Records,2004,2004,6
Logo (8),1983,1997,6
Logos Productions,1987,1991,7
Lohe Records,1980,1981,5
Loi Records,1996,1996,10
Lokee Records,1999,2005,9
Loko Records (2),1998,2003,9
Lola Label,1992,1993,9
Lola Product,1994,1996,8
Lola Records (2),1993,1993,6
Lolly Pop Publishing,1991,1993,5
Lollypop Records (2),1992,1996,8
Lom Recordings,2000,2001,6
Loma Records,1982,1982,6
Lombardi Recordings,1994,1994,6
Lombardini Music,2004,2005,5
Lombroso Releases,2004,2004,7
Lome Arme,1985,1987,6
Lon Yes,1997,1997,6
London Calling,1996,1999,7
London Live (2),1987,1988,6
London Promotions,1997,1998,6
London Street Records,1991,2000,5
London Underground,2000,2001,9
LondonHALL,1989,1994,10
LondonParis,1995,1996,6
Lone Eagle Music,2001,2002,7
Lone Raven,1981,1982,10
Lone Star (10),1995,2001,6
Lone Star (4),2001,2002,7
Lone Starfighter Records,1994,1996,7
Lone Wolf Music,1993,2004,6
Lone Wolf Production Company,1990,1990,10
Lonely Monster Records,2005,2005,7
Lonely Tree Records,2003,2003,6
Lonesome Dove Records,1991,1994,5
Lonesome Recordings,2002,2002,9
Lonesome Town,1986,1986,6
Long Beach Records (3),2000,2001,6
Long Distance Records,1980,1980,5
Long Division,2000,2004,7
Long Flight,2004,2004,6
Long Island Music,1994,1996,8
Long Island Music Ltd.,1995,1996,9
Long Lost Cousin,1993,1994,7
Long Pig Records,1989,1992,5
Long Records (301),1996,1996,8
Long Run Records,1990,1990,9
Long Shorr Records,1994,1996,5
Long Song Records (2),1985,1986,9
Long Tail Records,1992,1994,5
Long Time Running,1980,1993,6
LongBow Masterworks Records,1997,1997,5
LongLegs,1985,1986,5
Longhaul Records (2),2003,2004,7
Longshot Records,1996,2001,6
Loofy Records,1981,2001,8
Look Out!,1994,1994,5
Look Studio,1988,2005,6
Look To Afrika,1984,1986,5
Lookoutjazz Records,1994,1994,5
Loon Records (2),1989,1989,7
Looney Toonz,2002,2002,7
Loony Groove Records,1997,1998,5
Loop Groove,2000,2000,5
Loop Records,1995,1995,7
LoopCode Traxx,2001,2004,9
Loopden Records,1997,2000,5
Loopsnoo Records,2001,2002,5
Loose Change Records,2000,2002,5
Loose Goose Productions,1995,1996,5
Loose Leaf,1990,1991,5
Loose Lips Sink Ships,2003,2004,10
Loose Tie Records,1993,1997,10
Loose Tubes Limited,1985,1986,7
Loot,1997,1997,9
Loot Records,1995,1995,6
Lootchase Inc. Records,1999,2000,9
Lorca,2001,2004,6
Lord Belial Productions,1999,2000,6
Lords Of Archive,1994,1994,6
Loretta Records (3),2000,2001,9
Lorito Records,1995,1996,5
Lorna Records,2001,2002,6
Lort Records (2),1993,1996,5
Los Discos Del Arrabal,1989,2003,7
Los Hijos Records,1984,1985,7
Los Toros Records,1999,2001,8
Losing Blueprint Records,2001,2004,9
Losing Face Records,1998,2003,6
Lost & Found Recordings Inc.,1996,1996,5
Lost Art,1987,1987,9
Lost Arts Records,1986,1987,7
Lost Dog Recordings,2002,2004,8
Lost In Ibiza,2000,2001,6
Lost Island Records,1989,1989,5
Lost Keyword,2004,2004,5
Lost Koast Productions,2001,2002,9
Lost Pipedreams,1992,1992,10
Lost Records (4),1981,1981,6
Lost Soul Department,2005,2005,6
Lost Trails,1985,1985,10
Lost World Music,1999,2003,6
Lost/Found Records,1996,2000,7
Lostrack Records,1998,1998,6
Lostregazos S.L.,1993,1998,5
Lot-A-Rap Records,1996,2002,7
Lotion Industries,1995,1995,5
Lotos Records,1980,1982,6
Lottie,1998,2002,6
Lotus Press,1987,1989,6
Loud & Clear Records,1998,1998,6
Loud & Proud,1993,1993,8
Loud House Records,2002,2005,5
Loud Mouth Records (3),1995,1997,10
Loud N Local Music Group,1995,1999,5
Loud Records (6),1992,1996,5
Louder Music,2002,2003,10
Loudes 68,2004,2005,7
Loudnight Records,1995,1998,6
Louis Capart,1982,1986,9
Louis Street Recordings,1997,1997,7
Louisiana Folklife Recording Series,1980,1981,6
Louma,1999,2000,6
Louna Productions,1996,2000,6
Lounge Music,2002,2002,8
Love & Hope Records,1994,1998,5
Love & KYR Records,1996,1998,6
Love & Life Sound,1996,2000,8
Love & Money,1992,1992,8
Love 2 Funk,2005,2005,6
Love And Music,2000,2000,6
Love Breakz,2005,2005,9
Love Circle Music,1985,1992,8
Love Distortion,2005,2005,5
Love Injection Music,1990,2000,6
Love Joy Records,1985,1985,6
Love Kiss Music,2002,2003,5
Love Land Records,1998,2000,6
Love Light Music,1997,1998,6
Love Madness,1988,1989,5
Love Music (2),1982,1982,5
Love Records (34),1988,1990,8
Love Slave Records,1999,1999,10
Love This Records Ltd.,1994,1996,6
Love Time,1983,1986,7
Love To Be Labelled,1995,1995,6
Love Will Pay The Bills,2004,2004,9
Love-Label,1990,1994,5
Lovebat Recordings,2004,2004,5
Loveburger Records,1997,2005,5
Lovehammer Records,1990,1991,8
Lovelife ! Records,2002,2002,9
Lovely Recordings,2004,2004,5
Lovely Records (2),1989,1991,6
Lovesong Records,1983,1984,5
Lovestream Records,2005,2005,5
Low Fat Vinyl,1988,1988,10
Low Fi Records (2),1998,2005,9
Low Key Entertainment,2001,2001,8
Low Life Records (2),1995,1999,8
Low Life Records (7),1993,1994,7
Low Rumble Records,1989,1998,7
Low Tech Recs,1995,1995,8
Low Technique,2001,2002,5
Low Tom,2002,2005,5
Low-Brow,1986,1987,5
Low-Key Productions,1994,1996,6
LowLife (2),1986,1986,5
Lowdown Records,1997,1998,5
Lowell Records,1993,1994,7
Lowest Common Denominator,1992,2002,5
Lowland Records (2),1992,1994,9
Lowlands Promotions,2005,2005,6
Lowlife Records (3),1998,1998,5
Lowspeak Records,1992,1992,9
Lqcg,2004,2004,6
Lu Ann Entertainment,2005,2005,5
Lu-Wi Tonträger,1999,2000,9
Lubomski Agencja,1993,1997,6
Lubricated Records,1988,1989,5
Lucan Records,2001,2001,6
Luciano Vanni Editore,2004,2004,7
Lucid Subjazz,1997,1997,5
Lucie Production,1996,1996,6
Lucifer Records (3),1991,1991,8
Luciffer's Record,2002,2003,10
Luciforus Art Productions,2001,2004,9
Luck of the Irish,1998,2000,7
Lucky 13 Recordings,1998,1999,6
Lucky 7,1982,1988,6
Lucky 7's,2003,2004,7
Lucky Baby Retreat House,1986,1988,9
Lucky Breaks Records,2003,2004,7
Lucky Cat Records,1999,2000,5
Lucky Love Promotions,1996,1997,10
Lucky Pierre Music,2002,2002,9
Lucky Records (30),1996,1997,5
