Label,First release,Last release,Releases
RM Film,1992,1992,6
RM Records (13),1997,1998,7
RM Records (14),2001,2002,6
RM Records (4),1989,1991,7
RM Records (9),1981,1986,10
RM records,1991,1995,5
RM-Records,1990,1990,6
RM2,1987,1988,7
RMB Music,1991,1992,8
RMC,1998,1998,6
RMC Records (3),1981,1984,7
"RME Music, Inc.",1999,1999,6
RMF FM,2002,2003,7
RMG Records (5),2000,2000,10
RMI Records,1995,1995,10
RMM 2000,2000,2000,5
RMM Records (2),1994,1994,6
RMR Records (4),1990,1994,6
RMS Discos,1990,1990,5
RMS Productions (3),1997,1997,5
RMS Recording And Productions,1996,1997,6
RN Classics,1993,1993,10
RNB (3),2002,2002,8
RNSK Productions,1982,1982,9
ROCR Records,2003,2004,6
ROIR-UK,1983,1988,9
ROM Factory,1995,1996,5
ROM Productions,1991,1993,6
RONEeS (2),1999,2004,9
RONeS Records,1994,1994,8
RP Punkrock,2002,2004,10
"RP Records, Inc.",1992,2002,6
RPC Entertainment B.V.,1993,1993,5
RPM (7),1983,1983,7
RPM Enr.,1987,1989,6
RPM Recordings,2002,2004,5
RPM Records,1985,2004,5
RPM Records (21),1980,1988,6
RPM Records (9),1980,1981,8
RPM USA Records,1996,1997,6
RPM Underground,1996,2000,7
RPM Vinyl,2002,2002,9
RPO,2001,2001,5
RPP[UK],2001,2004,8
RPhO,1993,2004,7
RQ Records (2),2000,2000,5
RR (2),1998,1998,5
RR Records (12),1983,1986,6
RR Tapes,1990,1992,6
RRF Music,1993,1994,8
RRs.R,1999,2002,9
RS,1984,1990,5
RS (Records Super),1989,1990,6
RS Dance Records,1981,1981,5
RS Entertainment,2003,2003,9
RS Music,2001,2003,5
RS Records (3),1985,1986,5
RS Records (4),1980,1980,7
RS Sound,1983,1985,9
RSC Records,1996,1996,9
RSJ,1995,2000,7
RSM Records (2),1983,1988,5
RSPCJWH,1991,1993,5
RSVP Music Videos,1986,1986,5
RT Music,1987,1995,10
RTGB,1983,1985,8
RTI MUSIC,1997,1997,6
RTI Music España,1998,1998,6
"RTI Music España, S.A.",1998,1998,5
RTL Klub,1997,2002,9
RTL4,1986,1999,10
RTR Records (2),1983,1985,5
RTSI Televisione Svizzera,1983,2003,9
RTV (2),1988,1988,7
RTV Comercial,1996,1998,6
RU-K-YA,1988,1989,6
RUO Records,1999,2003,5
RUSSIAN DISC,1994,1994,5
RVC Music,1996,1997,10
RVR Records,1988,1998,6
RVU Educatieve Omroep,1998,1999,6
RW Entertainment,2002,2003,5
RW Records,1996,1996,7
RWI Records,1993,1995,9
RX Remedy,1995,1998,10
RX√,1998,2002,5
RaDiCal Records (2),1993,1993,8
Raadio 2,1994,1994,5
Rabbit Ears,1988,1992,9
Rabbit Ears Storybook Classics,1989,1990,5
Rabbit Island Music,1988,1988,8
Rabbit Records (15),1995,1999,8
Rabbitoh Rock Records,1996,1996,5
Rabid Dog,2000,2004,5
Rabid Records (5),2004,2004,5
Rabid Redneck Records,2004,2004,10
Rabid Roger Productions,1987,1989,7
Race Records,1986,1988,6
Race Records (3),1981,1981,5
Raceway Recordings,2001,2001,7
Racey Records,1986,1986,5
Rachot Records,1990,1991,9
Racket Records (9),1997,1999,9
Racket Records (Workers Co-op) Ltd,1985,1985,5
Racoon Records (6),1993,1998,6
Rad23,2004,2004,10
Radar Music,2000,2001,6
Radar Musik Und Unterhaltungs GmbH,1999,2005,5
Radar Records (14),2004,2004,8
Radar Records (4),2001,2001,8
Radar Ruff,2001,2001,5
Radhika Miller Music,1983,1990,8
Radiance Research Foundation,2001,2001,6
Radiant Faze Records,1994,1995,5
Radiant Mastery Ltd.,1998,1998,5
Radiate Records (2),1984,1985,5
Radical,1987,1987,5
Radical Christian Music,1995,2000,5
Radical Records (6),1981,1981,5
Radical Rhythms,1993,1994,7
Radical Sonica,2000,2001,5
Radical Turf Records,2004,2005,6
Radical Wallpaper Records,1981,1982,5
Radics Béla RB Emléktársaság,2001,2001,5
Radikal Q Records,1994,1994,9
Radio 021,1999,2003,8
Radio 1,1994,1996,7
Radio 1 Hannover,1997,2005,10
Radio 2M+,1995,1995,6
Radio 538 BV,1995,2000,10
Radio Active Records (7),1986,1987,6
Radio Active Records (9),1980,1980,7
Radio Archives (2),1995,1995,8
Radio Argot,1996,1997,5
Radio Art Foundation,1985,1985,8
Radio Beat Records,2000,2003,6
Radio Bronka,2000,2001,6
Radio City (2),1997,1998,9
Radio City Records,1989,1990,5
Radio Deejay,1994,2000,7
Radio Epiro Produzioni,2003,2005,6
Radio Europa Nova,1995,1995,6
Radio FMR,1983,1984,7
Radio France Orléans,1996,2000,7
Radio Index,1997,2000,7
Radio Innante,1998,1998,6
Radio International,1985,1986,9
Radio Line,2000,2000,7
Radio Mafia Records,1998,1998,6
Radio Netherlands Transcription Service,1988,1990,5
Radio Noord,1981,1995,5
Radio Nostalgia,1981,1981,8
Radio Onde Furlane,1980,1988,6
Radio Oost,1983,1988,5
Radio Pirata Records,2003,2004,10
Radio Plus,1999,1999,5
Radio Popolare,1994,2003,9
Radio Rhythm Records,1994,1994,5
Radio Rumantsch,1992,2002,10
Radio Vision Video,1987,1987,5
Radio Vox,1995,1995,7
Radio Wave,1996,1996,8
Radio21,1992,1993,8
Radioactive Kids,1994,1995,8
Radioactive Rat Records,1992,1993,5
"Radioactive Records, J.V.",1991,1999,9
Radioactive Waste,1991,1994,5
Radiobeat Records,1983,1984,9
Radiobeat Records (2),1990,1991,5
Radiogram Records,1999,2000,7
Radioland Jazz,1992,2000,9
Radiopolis,1990,1991,7
Radiotone Records,2002,2003,6
Radius Music,1994,2005,7
Radost Music,1991,1994,10
Radoszynski Producciones S.A.,2000,2005,9
Raf,2003,2003,5
Raffia Records,1982,1982,6
Raffscallion Records,1986,1987,6
Rafn Sveinsson,2002,2004,5
Raft Recordings,2000,2002,7
Raft Records (2),1999,1999,6
Rag Doll Music,1994,1994,8
Ragadi Music,1995,1999,6
Ragam,1987,1989,8
Ragamuffin Records (4),1986,2004,7
Ragamuffin Soldier Records,1992,1993,5
Ragdoll (4),1998,1998,5
Rage Records (10),1987,1988,9
Rage Records (19),2004,2004,6
Rage Records (4),1980,1981,5
Rage Records (7),1991,1995,8
Ragg Doll Music Group,2001,2002,10
Ragged But Right,1991,1992,9
Ragged Pup Records,1996,1999,8
Raggie Ralph Productions,1995,1996,5
Raggs Records,2005,2005,6
Ragi'n Lion,1983,1984,6
Raging Postman Records,1993,2003,9
Raging Records (2),1988,1990,5
Raging Rose Records,1994,1998,5
Ragmania,2003,2004,10
Ragnarock International,1998,1998,7
Ragnarock Records (2),2004,2005,5
Ragnarök Records,2002,2004,8
Rags Music,1994,1994,7
Rags Recording Co.,1993,1993,8
Rags To Records,1997,2001,6
Rah Records,2004,2005,7
Rah! Rah! Records,1985,1985,5
Raices,1993,1994,5
Raid,2000,2000,5
Raid Records,1999,1999,7
Raidermen Entertainment,1996,1998,5
Raiffeisen Bank,1993,2000,8
Raijin,1991,1998,7
Rail Records,1995,1995,5
Railroad Town Records,2000,2004,5
Rain Records,1981,1981,6
Rain Records (16),1998,2000,9
Rain Records (5),1995,1995,7
Rain-Forest,1980,1980,7
Rainbow (14),2002,2005,10
Rainbow (16),1984,1988,7
Rainbow Bridge Records,1995,1999,5
Rainbow Canyon,1980,1982,5
Rainbow Classics,1980,2000,5
Rainbow Music (3),1980,1983,5
Rainbow Quartz,1998,2002,5
Rainbow Records,1998,1998,7
Rainbow Records & Tapes,1983,1983,5
Rainbow Records (2),1989,2000,8
Rainbow Records (53),1995,2001,8
Rainbow Records (7),1986,1991,5
Rainbow Records (9),1983,2001,6
Rainbow River,1983,1983,6
Rainbow Sound,1980,1980,9
Rainbow Video Disc,1983,1984,6
Rainbow Wirl Inc.,1990,1992,9
Raindance,1992,1992,5
Raindrop,1994,1994,6
Raining Jane,2001,2004,5
Rainingpresence Records,2003,2004,8
Rainy Dayz,2002,2004,5
Raise Records (2),1986,1987,5
Raise Your Hands Records,2000,2001,8
Raising Bobo Records,1996,1999,5
Raitrade Edizioni,2004,2005,5
Raizer X Records,1988,1988,6
Raja (2),1991,1992,10
Rajn Records,1994,1994,6
Rajneesh Foundation Of Europe,1982,1985,9
Rajneesh Music,1987,1988,5
Rajo Records,1995,1995,5
Raka Puckar Records,1989,1994,7
Rakish Records,1998,1998,5
Rakoon,1986,1988,5
Raksotek,1990,1998,8
Rally Park Creations,1995,1995,6
Rally Records (3),1984,1984,9
Ralmic Records,2000,2003,6
Ralmic Sound Production,2003,2003,5
Ralph's Records,1982,1983,7
Ram One Entertainment,1998,1998,5
Ram Recordings,1995,2002,5
Ram Records (12),1991,1991,9
Rama Records,1999,2000,6
Ramadan,2003,2003,6
Ramajay Records,2000,2004,6
Rambla Sounds,2003,2004,5
Ramble Tamble,1991,1992,5
Rambler Records,2004,2005,9
Ramblin' Records (2),1981,2001,6
Rambo,1986,1988,9
Rambo Productions,1986,1988,5
Ramjet Records,1997,2003,8
Ramkup Records,1981,1981,9
Rammed & Rockin,1991,1991,8
Ramona PQ Records,2004,2004,9
Ramona Records (4),1996,1998,5
Ramos Records,1997,2004,8
Rampage Entertainment,1994,1996,7
Rampage Records (5),1991,1994,6
Rampant Records (10),1996,1996,7
Rampant Records (3),1985,1986,5
Rampant Records (9),1985,1985,5
Rampati,1989,1990,7
Ramper Records,2000,2001,9
Ramses (2),1986,1996,8
Ramses Records,1999,2000,6
Ramy Records,1993,1993,5
Rana,1982,1997,10
Rana In Fabula,1997,1997,6
Rana Records,1983,1984,5
Ranbach Music Ltd.,2000,2001,5
Ranch Records,1997,1998,8
Rancho Relaxo Records,2002,2005,5
Randis Records,1993,1993,5
Random Acoustics,1995,2002,7
Random Bullet Records,1987,1998,5
Random Factors,1996,2001,8
Random House Sound Editions,1987,1991,8
Random Recordings,2002,2002,5
Random Recordings (2),2000,2004,10
Random Records (3),1992,1993,5
Random Records (5),2004,2004,6
Random Soul,2004,2005,9
Random Sound,1995,1996,9
Random White,2002,2003,5
Randy Anderson Music,1990,1993,5
Randy Raine-Reusch,1981,1985,6
RangHok Records,1997,2000,5
Range Of Light,1987,1989,6
Ranjini Cassettes,1985,1994,5
Rank & File,2005,2005,9
Rankin Publishers,1994,1994,6
Ransom Records,2001,2001,7
Ransom Records (10),2000,2000,5
Ransom Records (2),1981,1981,9
Ransom Records (3),1994,1994,9
Rap Junkie Records,1998,2002,7
Rap Recordz (2),2000,2003,8
Rap Session,1984,1986,8
Rap Star Records,2002,2005,5
Rap Zone Продакшн,2001,2002,5
Rap-A-Lot Records West,1995,1995,8
Rap-N-Wax Records,1993,1998,7
Rap.de/Records,2002,2003,7
RapKilla Records,2004,2005,7
RapRock,2002,2002,5
RapSbornik.ru,2004,2004,6
Rapid 9547,1991,1993,5
Rapid Records (4),1993,2002,5
Raposa Discos,1985,1992,8
Rappers Records,1996,1996,5
Rappin' Records,1991,1991,7
Rapport Music,1991,1998,6
Rapstar Records,1995,1998,9
Raptime Records,2003,2003,6
Raptor Records,1998,2003,6
Raptor Records (5),2000,2004,8
Rapture Entertainment,2002,2002,8
Rapture Records,1982,2002,6
Rara,2004,2004,5
Rara Records (4),2001,2001,8
Rare Grooves,1990,1991,6
Rare Grooves (2),1994,1995,5
Rare Music Distributor,1991,1994,10
Rare Rabit,1989,1993,5
Rare Records Co.,1992,1992,6
Rare Touch,1990,1990,6
Rarefied Records,1995,1995,5
Rarefish Collective,2002,2002,6
Rarn Records,1981,1981,9
Rarog Production,2002,2003,7
Ras Jamaica,2003,2004,6
Rash (DECISIONS),1982,1982,5
Rasmuson Library,2004,2004,7
Rasta Business,1992,1995,5
Rasta Vibes,2003,2003,5
Rastafari Records,1998,2000,9
Rastafaria,2001,2004,8
Rat Box Records,1986,1987,6
Rat Multimedia Productions,1982,1983,5
Rat Poison Records,1985,1985,8
Rat Records (12),2002,2002,9
Rat Records (14),2004,2004,9
Rat Records (6),1999,1999,7
Rat Records (9),2001,2001,10
Rat Tape Records,1990,1993,7
Rat-A-Kastle Records,2003,2003,7
Rathbone,1999,2003,7
Rathouse Records,1991,1991,10
Rational Records (2),1986,1987,5
Ratpack Records (3),1984,1986,6
Rattaplan,2004,2005,5
Ratten-Platten,1986,1990,8
Rattle Tick Buzz Records,2000,2001,6
Rattlehead Productions,1995,1995,7
Rattlesby Records,2001,2001,8
Rattlesnake Records (8),1995,2002,7
Rattlesnake Venom Records,1993,1994,10
Raucous Records (4),1984,1984,5
Raufaser,2004,2005,5
Raum 312,1995,1996,9
Rausch-Tapes,1993,1995,6
Rautmann,2004,2004,6
Rave Music,1991,1994,9
Rave Police Records,2005,2005,5
Rave Tape,1995,1996,9
Rave Tracks,1995,1996,7
Rave'O'Lution,1995,1997,7
Rave-On Records (3),1989,1993,8
Ravecity,2000,2001,7
Raven (14),1999,2003,6
Raven Entertainment Group,2002,2002,7
Raven Recording (2),1991,2003,9
Raven Recordings (2),1994,1995,5
Raven Records (6),1984,1994,7
Raven's Wing Records,2000,2003,5
Ravenous Records,1998,1998,8
Ravensbourne Records,2003,2003,5
Ravenstone Records,1999,2000,5
Raveology,1997,1997,5
Raverz Project!,1999,2000,10
Ravi Zacharias International Ministries,1990,2001,7
Raving To 6 A.M.,1994,1994,10
Ravive,1992,1993,6
Raw (4),1992,1992,5
Raw (6),1987,1987,5
Raw (8),1988,1988,10
Raw Cast Entertainment,1999,2002,6
Raw Cuts,2003,2003,5
Raw Deal Records,1997,1997,5
Raw Dog Records,1988,1989,9
Raw Dope Productions,1996,1998,6
Raw Elements Records,1997,1998,5
Raw Form,1997,1997,8
Raw Hatred,1997,2004,7
Raw Material,2003,2005,6
Raw Musique,1996,1998,6
Raw Power (2),1994,1996,8
Raw Prawn,1985,1992,9
Raw Uncut,2002,2003,10
Rawa Blues,1998,1998,7
Rawdogg Records,1992,1992,6
Rawfish Records,1999,2002,5
Rawkus Entertainment,1995,1999,6
Rawkus Records,2000,2003,6
Rawsome Records,1988,1988,6
Rawter Records,1996,1997,7
Rawtings,1988,1996,6
Ray & Bo Records,1980,1981,5
Ray Records (2),1986,1993,8
Ray Town Records,1986,1987,7
Ray's Records,1982,1985,5
Raya Records (2),2004,2004,5
Rayman Recordings,1997,2000,7
Raymar Productions,1995,1996,5
Rayment Records,1997,2001,7
Rays And Genius Collective Music,1991,1995,7
Rayz Up Records,1996,1998,7
Raz Records,1981,1984,6
Raza India Records,1989,1996,6
Raze-Up M.O.B. Recordz Inc.,2001,2004,9
Raze-Up Records,1993,1993,5
Razor,2000,2000,8
Razor & Tie Entertainment,1998,1999,5
"Razor & Tie Music, L.P.",1994,1999,7
Razor Byrne Productions,1997,1997,5
Razor X,2001,2001,6
Razzle Dazzle Records,1987,1990,8
Rbo,1982,1983,6
Rca Records,1994,1997,5
Rd Records (8),1983,1992,5
Re-Active Music,2005,2005,10
Re-Bop Records,1993,2004,5
Re-Build Records,2002,2002,5
Re-Education,1994,1998,6
Re-Entry,2000,2003,10
Re-Fuel Records,2003,2004,10
Re-Issue Records,2004,2005,8
Re-Joint Records,2000,2005,9
Re-Move,1993,1993,5
Re-Up Recordings,2002,2005,5
Re-Up Records,2001,2001,5
Re-Wind Recordings Inc.,2000,2002,7
Re-define Records,2000,2001,7
Re:Pop,2001,2002,8
Re:verb,1995,1995,5
ReEducation Records,1998,2000,5
ReFusion,2001,2002,5
Reacciona,1999,2002,8
Reach Records (2),1986,1990,6
React (4),1996,1996,6
React Records,1993,1995,6
Reaction Recordings,2002,2002,8
Reaction Records & Tapes,1986,1986,6
Reaction Records (5),1996,1997,6
Reactiv Music,1998,2000,7
Reactive Form Tapes,1995,1996,5
Reactive Records,1998,1998,9
Reactive Records (2),2000,2001,10
Reactor Benelux,2002,2003,5
Reactor Records,1986,2002,8
Reader's Digest Selecciones,1999,1999,7
Ready & Dangerous Productions,1999,1999,7
Ready Record,1999,2003,7
Ready Records (3),1984,2003,7
Ready Rolled Records,2002,2003,6
Ready Set Go!,2002,2003,10
Readyrock Records,1998,2000,10
Reagan Youth Records,1984,1984,5
Real (6),2000,2001,5
Real Bass,2003,2004,5
Real CD,1999,1999,5
Real Cast,1993,1999,6
Real Cool Records (2),1997,1997,6
Real Deal Records,1996,1996,5
Real Etiler Müzik,2004,2004,7
Real Festival Music,1999,2001,7
Real George Records,1993,1995,7
Real Harm,2000,2005,7
Real House Records,1989,1989,5
Real Independencia Records,2002,2004,6
Real Live Co,1994,1994,6
Real Mob Records,1991,1994,7
Real Mus!c,1997,1997,5
Real Music (10),1999,1999,5
Real Music (6),2001,2004,5
Real Music (8),1995,1995,6
Real Music Records,1982,1982,8
Real Musical,1985,1986,5
Real On Purpose Entertainment,2000,2004,6
Real Radio,2001,2005,6
Real Rap Records,1999,2000,5
Real Records (10),1986,1987,9
Real Records (6),2004,2004,5
Real Rhyme,2002,2002,7
Real Rhythm,1986,1989,6
Real Sovage,2004,2004,6
Real Talk Records (2),2003,2003,6
Real To Reel Productions,1980,1980,6
Real Vine Music,2005,2005,9
Real West Productions,2000,2001,10
Real World MultiMedia Ltd,1993,1995,5
Real World Music Ltd.,1993,1995,5
Real World Records (2),1987,1988,5
Real-Som,2001,2003,5
Real-Time Records,1994,1994,10
RealRhythm Records,1997,2000,7
Realing,1994,2002,6
Realionaire Entertainment,2001,2001,7
Realisation Records,1993,1994,10
Realision,2002,2002,6
Realistic Records,2000,2002,9
Reality Rap Records,1992,1995,6
Realiza Records,1999,2005,7
Realize (3),1996,1999,5
Realized Records,1999,2001,6
Really Fuzzed,1994,1996,5
Really Real Classics,1999,2001,5
Really Useful Records (2),1997,2001,5
Realtablist,2001,2005,7
Reap Records,1996,1996,6
Reaping Horde,1998,1999,10
Reason Y Records,2000,2002,9
Reazone To Release Records,1989,1989,8
Reba,1985,1986,8
Reba Records,1985,1987,5
Rebecca Recordings,1992,1993,8
Rebel 4 Life,1998,1998,5
Rebel Alliance Records,1995,1995,5
Rebel Ink,1999,2003,5
Rebel Monster Records,2005,2005,7
Rebel Music (5),1999,1999,8
Rebel Nation Records,1996,1996,6
Rebel Records (9),1996,1996,7
Rebel Riddim,2005,2005,6
Rebel Yell Factory,2004,2005,5
Rebelli,1995,1995,6
Rebellious Music,2002,2002,5
Rebels,2002,2003,5
Rebelscum Records,2004,2004,5
Rebelution Entertainment,2002,2002,10
Rebirth Records (2),1995,1995,5
Reboot Music,2000,2002,7
Reboot Stereophonic Records,2005,2005,7
Rebound (2),1990,1990,5
Rebound (8),1997,1998,5
Rebound Recordings,2005,2005,8
Rebound Records,1980,1998,6
Rebound Records (4),1983,1983,5
Rec,1982,1999,5
Rec C°,1997,1998,6
Rec Room Records,1999,2002,5
Rec-Art,1989,1990,8
Recalcitrant Noise,1996,1997,10
Recall DVD,2002,2004,7
Recall Dvd,2001,2002,9
Rece Records,1994,2001,6
Recent Future Music,1993,1993,6
Receptacle Records,1996,1998,5
Recess Records,1985,1986,5
Recession Records,1992,1993,5
Recherché Records,1991,1991,7
Recipe Records (2),1996,2005,5
Recipro,2004,2004,8
Recital (3),1999,2000,6
Recital Company Productions,1995,1996,8
Reckless Love,2004,2005,5
Reckless Records (7),1991,1994,6
Reclaim de Underground,2000,2000,7
Recluse Recordings,1996,2004,7
Recnelis Records,1988,1993,5
Reco-Nice,1996,1996,6
Recoil Records,1993,1994,7
Recoil Records (2),1985,1987,6
Recommended Music,1984,1984,8
Recommended Records Japan,1981,1981,7
Recon Recordings,2003,2005,9
Reconize Records,1996,1996,9
Reconstruction Records,1991,2004,6
RecorD TLM ProductionS,1982,1983,5
Record And Tape Promotions,1992,1992,8
Record Cellar Productions,1997,1999,9
Record Chebasco,1994,1997,5
Record Express Kft.,1998,1999,9
Record Makers (2),2000,2000,9
Record Music,2005,2005,5
Record Records (2),1980,1980,7
Record Records (8),1995,1996,7
Record Service,1986,1989,5
Record Service GmbH,1986,1987,5
Record Theatre Of Canada,1981,1981,5
Record Time,1986,1992,6
Record Vision Video Entertainment,1990,1992,6
Recorded Delivery Records,1981,1981,9
Recordiau 1.2.3.,1981,1981,9
Recordiau Mynydd Mawr,1981,1983,7
Recordnet,2003,2005,9
Records Coco-Cognac,2002,2002,8
Records Deluxe,1999,2001,8
Records Hulgi,2002,2002,9
Records Of Achievement,1989,1989,6
Records Of Gauhd,2002,2004,6
Records Of Rebellion,1996,1996,7
Records Production,1982,2004,5
Records To Kill,2004,2004,9
Records Verlagsges,2002,2004,5
Records... Not Excuses,1997,1999,5
"Records/Records And Filmworks, Inc",1992,1996,5
Recordsound,1980,1981,6
Recorse Records,2001,2004,9
Recorta Y Pega,2003,2004,10
Recreation (3),2001,2001,10
Rectum Records,1994,1996,7
Recycling Records (3),1986,1999,8
Red Alert Works,1995,1995,7
Red Ash Records (2),1984,1984,5
Red Balloon Merchandise,1993,2004,9
Red Baron Record Company,1988,1993,9
Red Biddy Records,1995,2001,10
Red Bull,2002,2003,9
Red Bullet Productions,1988,1997,8
Red Car Records,2003,2004,5
Red Carpet Tapes,1980,1981,5
Red Castle Music,2002,2002,5
Red Cat Records (2),2002,2005,5
Red Chord,2002,2002,5
Red Circus Records,1993,1993,6
Red Color Records,2000,2000,5
Red Coral Records,2001,2005,6
Red Devil Music,1992,1992,9
Red Devil Records,1995,1996,6
Red Devil Records (4),1988,1988,8
"Red Dog Music Group, Inc.",1994,1997,7
Red Dynamite,1984,1984,8
Red Egyptian Jazz,2003,2003,8
Red Egyptian Records,2000,2001,7
Red Elephant Records,1998,2001,6
Red Energy Dynamo,1983,1983,8
Red Eye Records (8),1980,1980,5
Red Eyes Records,1997,1999,8
Red Feather (2),1997,1997,8
Red Fish Records,1998,1998,7
Red Giant Records,1997,2002,6
Red Handed Records (2),1992,1994,5
Red Handed Records (4),1999,2001,7
Red Harp Records,1998,2004,5
Red Hat,1999,1999,10
Red Hot (7),2004,2004,6
Red Hot Babes,2004,2004,7
Red House Recording Studio,1996,1999,5
Red House Records (4),1982,1986,10
Red House Records Inc.,1984,1999,10
Red Iguana Records,1997,1997,6
Red Indian,1981,1983,5
Red Ink (2),2002,2005,7
Red Ireland,1994,1994,7
Red Jagwire Records,1996,1997,6
Red Kite Records,2003,2003,7
Red Light,1997,1997,6
Red Light District (2),1999,2003,8
Red Line Records (7),1987,1988,6
Red Line S.r.l.,1992,1994,7
Red Line Selection,1993,2005,6
Red Liquorice,1999,1999,9
Red Lola,1994,1997,7
Red Magazine,2001,2003,5
Red Melody,1980,1981,7
Red Music (2),1997,1998,5
Red Music (3),2002,2002,6
Red Panda Records,2004,2004,7
Red Pepper Records (2),1993,1993,6
Red Phoenix © Crvene Käsete,1989,1989,5
Red Rattler,1994,1996,6
Red Recordings,2005,2005,10
Red Records (11),1980,1980,8
Red Red Red,2003,2003,9
Red Road Records,2002,2003,7
Red Rocket Records,1992,2002,6
Red Rocket Records (2),1998,2000,8
Red Rocks Records,1996,2004,10
Red Room Records,1994,2003,8
Red Room Records (7),2001,2003,5
Red Rose Music,2000,2001,6
Red Rose Records (4),1989,1994,6
Red Roses For Me,1989,1994,8
Red Rover,1993,1993,6
Red Series,2001,2001,9
Red Square Digital,2001,2004,6
Red Stapler Records,1999,2003,9
Red Star Sounds,2002,2002,10
"Red Storm Entertainment, Inc",1998,1999,5
Red Stripe,1982,1996,8
Red Submarine Records,1991,1992,9
Red Sun,1990,1990,5
Red Sun (2),1995,1995,8
Red Sun (3),1999,2001,6
Red Sun Music,2000,2002,8
Red Sun Records (3),1994,1995,6
Red Sun Records (5),1982,1982,9
Red Tape Records,1994,1997,6
Red Tide Records,1994,1995,6
Red Urban Records,2000,2001,6
Red Vendetta,1989,1989,9
Red Zone,1992,1992,5
Red Zone (2),2001,2004,10
Red&Black Records,1996,2001,5
"Red, White & Blues",2001,2001,5
Red-Blooded Records,2002,2004,5
Red-Zone Recordings,1989,1990,6
RedCola,2003,2005,6
RedDotNet,1999,2003,5
RedGoldMusic,1998,2004,10
RedLed Records,2002,2003,10
RedX Entertainment,1999,1999,6
RedZone,1998,2002,6
Reda Productions,1995,2000,9
Redback Audiobooks,1991,1991,9
Redbrick Records,1980,1980,10
Redbridge Recordings,1980,1988,7
Redcliffe Recordings,1986,1996,5
Redd Records,1993,1993,5
Reddhead Records,1998,2004,5
Redemption Records (7),1982,1982,7
"Redemptoristenkloster, Bochum",1996,1996,5
Redentor Records,1980,1996,5
Redeye Records,1995,1995,5
Redfish Island Records,2001,2001,5
Redhead Records,1995,1996,8
Redhouse,1998,2001,7
RediRec,1991,1992,5
Redimix Records,1991,1992,8
Redline (3),1992,2003,5
Redline Distribution,2001,2003,5
Redline Prod,1998,2000,5
Redline Records (3),1984,1985,5
Redloft Records,1993,1993,5
Redmaster Records,2000,2001,6
Redneck Records (2),1981,1985,6
Redo Records,1996,1997,10
Redrock Records,1988,1989,9
Redrum Flix,2002,2002,5
Redrum Recordz (2),1995,2002,7
Redsand,2003,2005,5
Redshift,1998,1999,8
Redstar Records,1996,1998,8
Reduced Phat,2004,2005,6
Redwood Recording Studios,1990,2000,10
Reed Records (4),1984,1989,5
Reedurban Records,1991,1991,5
Reek Havoc,1994,1995,7
Reel Müzik,1987,1987,5
Reel Records (22),1999,2000,7
Reel Time Recorders,1982,1984,5
Reel Tyme Recording Inc. & Productions,1997,1999,6
Reelistic Records,2004,2004,6
Reeltime (3),1984,1990,5
Reep Records (2),2000,2000,8
Refined,2001,2002,9
Refined Records,2000,2005,10
Reflection Music,1995,1995,9
Reflections (11),1987,1992,9
Reflex Records (11),2005,2005,5
Reflexion Records,1998,1998,5
Refugee Records (2),1980,1980,6
Refunkt Trax,2004,2005,10
Regal (6),1984,1986,5
Regata Musica,2001,2003,9
Regatta Records,1994,1994,7
Regelwidrig,1991,1992,6
Regenboog,1998,2000,5
Regency (3),1990,1995,7
Regency (4),2001,2001,5
Regency International,1982,1983,10
Regency Records (3),1983,1984,10
Regency Sound,1993,1994,6
Regent Records and Tapes,1986,1987,7
Reggae 'N' Roll,1991,1991,5
Reggae Goldmine,2003,2003,10
Reggae Massive,2000,2002,7
Reggae Master International,1989,1990,7
Reggae Sound (2),1983,1984,9
Reggie Records,1982,1982,6
Regicide Records,1996,2001,6
Regime Records,1998,1998,7
Regione Abruzzo,2002,2004,5
Regiophon,1985,1985,5
Regnant Records,1999,1999,8
Rehab Music Ltd.,2003,2004,6
Rehab Records (3),2003,2004,7
Reich O Rama,1993,1993,5
Reid Records (2),1987,1989,8
Reify Recordings,2004,2004,5
Reign Records (3),2001,2005,7
Reignbeau Records,1982,1985,6
Reigncraft Compilations,2003,2003,8
Reigning Records,1985,2004,9
Reignition Recordings,2002,2005,10
Reincarnation (2),1992,1993,8
Reindeer Records,1985,1987,8
Reinforcement Records,1998,2002,10
Reinvent Music,2004,2005,9
Reiter Records,1991,1991,7
Reiterate Records,1995,1996,7
Reitz Zound Records,1983,1994,6
Reiver Records,2001,2005,7
Reject Records (2),1985,1985,6
Reject Records (9),1997,1999,7
Rejoice Music,2000,2000,9
Rejoyce,2002,2003,5
Rekkids,1991,1992,8
Rekord Musik,2004,2004,5
Rekords Rekords (2),2005,2005,6
Relapse Records (5),1987,1988,8
"Relativity Recordings, Inc.",1995,1995,5
Relativity Records,1987,1998,7
Relativity Records (2),1989,1989,5
Relativity Theory,1986,1986,7
Relax,1999,2001,9
Relax Ay Voo,2000,2003,5
Relax Records,1984,1984,8
Relax Records (3),1988,1989,8
Relax-In Egypt,2001,2002,5
Relax-In Lebanon,1984,1995,5
Relax7 Records,2005,2005,7
Relaxed Rabbit Records,1984,1995,5
Relaxed Records,1999,2002,5
Release Records (9),1980,1987,8
Release The Groove Records,1995,1995,10
Relentless Records (4),1988,1992,5
Relentless Records (6),1995,1998,10
Relentless Records (8),2003,2003,10
